image,gender,status,set
00007029.jpg,0,0,train
00002457.jpg,0,2,train
00000239.jpg,0,0,train
00001159.jpg,0,0,train
00003645.jpg,0,1,train
00008813.jpg,1,0,train
00006414.jpg,0,1,train
00002852.jpg,0,1,train
00003855.jpg,0,1,train
00000062.jpg,0,2,train
00008195.jpg,0,2,train
00001010.jpg,1,0,train
00002020.jpg,0,0,train
00001271.jpg,0,1,train
00001525.jpg,1,0,train
00005066.jpg,0,1,train
00004741.jpg,1,0,train
00008745.jpg,0,0,train
00008028.jpg,0,0,train
00002002.jpg,0,0,train
00001008.jpg,0,0,train
00000532.jpg,0,1,train
00008693.jpg,0,0,train
00000776.jpg,0,0,train
00003870.jpg,1,0,train
00008154.jpg,0,1,train
00008816.jpg,1,0,train
00007622.jpg,0,1,train
00007194.jpg,0,0,train
00005077.jpg,0,1,train
00004478.jpg,1,0,train
00000664.jpg,0,2,train
00004221.jpg,0,2,train
00003566.jpg,0,1,train
00000279.jpg,0,0,train
00007119.jpg,0,0,train
00008064.jpg,0,1,train
00006398.jpg,0,1,train
00004644.jpg,0,1,train
00001658.jpg,0,3,train
00006723.jpg,0,0,train
00008143.jpg,0,1,train
00007864.jpg,0,3,train
00007989.jpg,0,2,train
00002638.jpg,1,0,train
00007591.jpg,0,1,train
00001227.jpg,0,1,train
00008584.jpg,0,1,train
00000927.jpg,0,2,train
00006294.jpg,0,1,train
00000911.jpg,0,0,train
00006794.jpg,1,0,train
00003182.jpg,0,2,train
00000412.jpg,1,0,train
00000612.jpg,0,2,train
00003841.jpg,0,0,train
00001728.jpg,0,0,train
00008580.jpg,0,1,train
00006029.jpg,0,3,train
00000947.jpg,0,1,train
00002766.jpg,0,2,train
00001838.jpg,1,3,train
00005148.jpg,0,0,train
00007466.jpg,0,1,train
00007233.jpg,0,0,train
00004682.jpg,0,1,train
00002334.jpg,0,1,train
00000277.jpg,0,0,train
00003276.jpg,1,2,train
00008219.jpg,0,2,train
00004307.jpg,1,3,train
00005747.jpg,0,1,train
00003483.jpg,0,1,train
00004383.jpg,1,3,train
00006325.jpg,0,1,train
00001886.jpg,0,0,train
00004473.jpg,1,0,train
00008609.jpg,0,0,train
00003341.jpg,0,1,train
00005934.jpg,0,2,train
00001875.jpg,1,3,train
00002406.jpg,0,2,train
00003155.jpg,0,2,train
00003808.jpg,0,0,train
00003781.jpg,1,0,train
00005405.jpg,0,0,train
00004960.jpg,1,0,train
00000840.jpg,1,0,train
00002202.jpg,0,3,train
00004402.jpg,0,1,train
00003180.jpg,0,2,train
00001955.jpg,0,0,train
00003652.jpg,1,0,train
00000133.jpg,0,0,train
00007915.jpg,0,2,train
00007130.jpg,1,0,train
00000348.jpg,0,3,train
00006456.jpg,0,1,train
00003815.jpg,0,3,train
00008555.jpg,0,1,train
00004313.jpg,0,3,train
00001382.jpg,0,0,train
00005924.jpg,0,3,train
00008825.jpg,1,0,train
00005787.jpg,0,0,train
00008374.jpg,0,1,train
00001877.jpg,1,3,train
00004339.jpg,0,0,train
00008324.jpg,1,0,train
00007302.jpg,0,1,train
00000545.jpg,0,1,train
00004231.jpg,0,3,train
00004683.jpg,0,1,train
00004244.jpg,0,0,train
00002319.jpg,0,2,train
00003220.jpg,1,0,train
00003303.jpg,0,1,train
00000890.jpg,0,0,train
00005389.jpg,1,0,train
00004798.jpg,1,0,train
00007458.jpg,1,0,train
00003007.jpg,0,2,train
00004811.jpg,1,0,train
00004237.jpg,0,3,train
00003210.jpg,0,1,train
00000182.jpg,1,0,train
00006123.jpg,0,1,train
00006302.jpg,0,1,train
00005246.jpg,0,0,train
00006796.jpg,1,0,train
00008516.jpg,1,1,train
00001204.jpg,0,1,train
00003520.jpg,0,0,train
00002050.jpg,0,0,train
00002232.jpg,0,1,train
00005698.jpg,0,3,train
00002010.jpg,0,0,train
00008144.jpg,0,1,train
00001730.jpg,0,0,train
00006755.jpg,0,0,train
00001312.jpg,0,0,train
00002986.jpg,0,2,train
00008838.jpg,0,0,train
00008487.jpg,1,1,train
00001321.jpg,0,3,train
00005832.jpg,0,1,train
00007522.jpg,0,2,train
00004847.jpg,0,3,train
00003976.jpg,0,0,train
00001212.jpg,0,1,train
00000897.jpg,1,0,train
00000184.jpg,1,0,train
00002086.jpg,0,0,train
00004254.jpg,1,0,train
00004669.jpg,0,1,train
00001419.jpg,0,3,train
00001243.jpg,0,0,train
00001013.jpg,1,0,train
00001379.jpg,0,1,train
00005948.jpg,1,0,train
00008598.jpg,0,0,train
00007728.jpg,0,3,train
00000410.jpg,0,0,train
00007621.jpg,0,1,train
00006046.jpg,0,0,train
00008753.jpg,1,0,train
00004584.jpg,1,0,train
00001668.jpg,0,1,train
00008705.jpg,1,0,train
00006970.jpg,1,0,train
00007562.jpg,0,2,train
00006739.jpg,0,0,train
00006706.jpg,0,0,train
00005743.jpg,0,1,train
00007536.jpg,0,2,train
00004419.jpg,0,1,train
00008333.jpg,1,0,train
00008775.jpg,1,0,train
00006663.jpg,0,1,train
00006712.jpg,0,0,train
00007528.jpg,0,2,train
00004259.jpg,0,0,train
00001915.jpg,0,1,train
00006493.jpg,0,1,train
00002884.jpg,0,3,train
00008314.jpg,1,0,train
00006114.jpg,0,1,train
00008147.jpg,0,1,train
00001331.jpg,0,1,train
00006545.jpg,0,1,train
00003678.jpg,1,3,train
00007551.jpg,0,2,train
00005980.jpg,0,0,train
00007389.jpg,0,1,train
00001617.jpg,0,0,train
00000088.jpg,0,2,train
00005043.jpg,0,0,train
00008563.jpg,0,1,train
00003250.jpg,0,1,train
00006044.jpg,1,0,train
00001742.jpg,0,0,train
00003578.jpg,1,0,train
00003864.jpg,0,1,train
00002778.jpg,0,1,train
00006830.jpg,1,0,train
00007064.jpg,1,0,train
00004916.jpg,1,0,train
00004189.jpg,1,2,train
00008167.jpg,0,2,train
00008673.jpg,1,0,train
00001187.jpg,0,1,train
00005316.jpg,1,0,train
00005009.jpg,1,3,train
00003980.jpg,0,1,train
00004763.jpg,0,1,train
00006296.jpg,0,1,train
00007668.jpg,1,1,train
00001725.jpg,0,0,train
00002312.jpg,1,0,train
00006215.jpg,0,1,train
00004929.jpg,0,1,train
00007647.jpg,0,1,train
00005611.jpg,0,0,train
00004451.jpg,1,0,train
00008309.jpg,0,0,train
00006600.jpg,0,1,train
00000972.jpg,1,0,train
00005363.jpg,0,0,train
00008184.jpg,0,2,train
00005229.jpg,0,0,train
00004991.jpg,0,1,train
00006870.jpg,0,3,train
00003332.jpg,0,1,train
00003720.jpg,1,0,train
00004155.jpg,0,2,train
00006921.jpg,1,0,train
00008536.jpg,1,1,train
00004624.jpg,0,1,train
00005464.jpg,0,0,train
00002029.jpg,0,0,train
00001539.jpg,0,0,train
00004276.jpg,0,0,train
00001397.jpg,0,3,train
00005462.jpg,0,0,train
00004833.jpg,1,0,train
00003582.jpg,1,0,train
00005361.jpg,0,0,train
00004202.jpg,1,2,train
00004789.jpg,1,0,train
00000080.jpg,0,2,train
00000291.jpg,1,0,train
00006108.jpg,0,1,train
00006651.jpg,0,1,train
00001470.jpg,0,1,train
00006564.jpg,0,1,train
00000860.jpg,0,0,train
00006813.jpg,1,0,train
00000202.jpg,0,0,train
00005823.jpg,1,0,train
00005650.jpg,0,0,train
00006211.jpg,0,1,train
00006846.jpg,1,0,train
00001677.jpg,0,3,train
00000668.jpg,0,2,train
00007445.jpg,0,3,train
00006972.jpg,1,0,train
00001305.jpg,0,3,train
00000854.jpg,0,0,train
00002329.jpg,0,2,train
00008165.jpg,0,1,train
00006274.jpg,0,1,train
00002476.jpg,0,1,train
00008045.jpg,0,0,train
00008072.jpg,0,3,train
00004485.jpg,1,0,train
00000093.jpg,1,0,train
00003100.jpg,0,0,train
00006746.jpg,0,0,train
00003862.jpg,0,3,train
00008514.jpg,0,1,train
00007780.jpg,0,1,train
00002469.jpg,0,0,train
00005574.jpg,0,0,train
00001407.jpg,0,1,train
00003365.jpg,0,0,train
00001933.jpg,0,1,train
00008491.jpg,0,1,train
00004046.jpg,0,2,train
00006758.jpg,0,0,train
00007501.jpg,0,3,train
00001069.jpg,0,0,train
00003159.jpg,0,2,train
00008200.jpg,0,2,train
00004262.jpg,0,1,train
00007151.jpg,0,0,train
00006886.jpg,1,0,train
00004703.jpg,1,0,train
00007062.jpg,0,0,train
00005990.jpg,0,1,train
00002264.jpg,0,2,train
00002273.jpg,0,1,train
00002006.jpg,0,0,train
00006593.jpg,0,1,train
00001866.jpg,0,1,train
00004284.jpg,1,0,train
00008031.jpg,0,0,train
00004257.jpg,0,0,train
00001411.jpg,0,3,train
00007807.jpg,0,0,train
00003243.jpg,0,1,train
00005987.jpg,0,0,train
00005244.jpg,0,1,train
00004453.jpg,1,0,train
00003905.jpg,0,1,train
00001580.jpg,0,3,train
00008095.jpg,0,2,train
00002057.jpg,1,0,train
00000266.jpg,1,3,train
00000040.jpg,0,2,train
00002201.jpg,0,3,train
00003069.jpg,0,1,train
00000567.jpg,0,2,train
00006611.jpg,0,1,train
00004159.jpg,0,2,train
00005404.jpg,0,0,train
00008042.jpg,0,0,train
00003530.jpg,0,0,train
00005942.jpg,0,0,train
00006999.jpg,1,0,train
00000141.jpg,0,0,train
00008213.jpg,0,2,train
00005152.jpg,0,0,train
00006994.jpg,1,0,train
00004850.jpg,1,0,train
00000233.jpg,0,0,train
00008254.jpg,0,0,train
00005748.jpg,0,1,train
00003146.jpg,0,2,train
00007795.jpg,0,1,train
00000256.jpg,1,0,train
00006521.jpg,0,1,train
00008262.jpg,1,1,train
00008521.jpg,0,1,train
00001084.jpg,0,0,train
00003271.jpg,0,1,train
00000696.jpg,0,2,train
00000285.jpg,0,0,train
00001819.jpg,0,1,train
00006279.jpg,0,1,train
00002012.jpg,0,0,train
00006856.jpg,1,0,train
00004956.jpg,0,1,train
00008689.jpg,1,0,train
00008225.jpg,0,2,train
00005147.jpg,0,0,train
00001663.jpg,0,1,train
00002179.jpg,0,1,train
00008156.jpg,0,1,train
00000493.jpg,0,1,train
00006497.jpg,0,1,train
00008805.jpg,1,0,train
00006019.jpg,0,0,train
00008194.jpg,0,2,train
00001507.jpg,0,3,train
00001276.jpg,0,1,train
00001787.jpg,0,1,train
00008841.jpg,1,0,train
00000278.jpg,0,0,train
00004140.jpg,0,2,train
00003016.jpg,0,1,train
00001355.jpg,1,0,train
00007175.jpg,0,0,train
00002003.jpg,0,0,train
00006958.jpg,1,0,train
00002209.jpg,0,1,train
00001921.jpg,0,1,train
00000732.jpg,0,0,train
00003510.jpg,0,1,train
00003075.jpg,0,1,train
00001472.jpg,1,0,train
00005188.jpg,0,3,train
00006947.jpg,1,0,train
00008335.jpg,0,0,train
00008808.jpg,1,0,train
00005268.jpg,0,1,train
00001060.jpg,0,0,train
00004445.jpg,1,0,train
00003320.jpg,0,1,train
00007059.jpg,0,0,train
00006276.jpg,0,1,train
00006975.jpg,1,0,train
00008142.jpg,0,1,train
00002306.jpg,0,2,train
00006909.jpg,0,0,train
00005754.jpg,0,0,train
00005822.jpg,0,0,train
00005121.jpg,0,0,train
00008759.jpg,0,0,train
00003127.jpg,0,1,train
00004290.jpg,1,0,train
00006953.jpg,1,0,train
00008839.jpg,1,0,train
00006026.jpg,1,0,train
00005093.jpg,1,0,train
00002374.jpg,0,1,train
00003644.jpg,0,1,train
00008208.jpg,0,1,train
00003600.jpg,0,1,train
00000868.jpg,1,0,train
00003669.jpg,0,3,train
00005351.jpg,0,0,train
00006498.jpg,0,1,train
00005651.jpg,0,0,train
00005298.jpg,0,0,train
00004320.jpg,0,0,train
00006079.jpg,0,1,train
00002253.jpg,0,1,train
00004392.jpg,0,1,train
00007509.jpg,0,3,train
00003413.jpg,0,0,train
00000226.jpg,0,0,train
00006203.jpg,0,1,train
00007911.jpg,1,0,train
00006479.jpg,0,1,train
00007862.jpg,0,1,train
00004994.jpg,1,0,train
00005525.jpg,0,0,train
00007848.jpg,1,3,train
00000921.jpg,0,2,train
00003345.jpg,0,0,train
00005808.jpg,0,1,train
00008033.jpg,0,0,train
00005654.jpg,1,0,train
00001795.jpg,1,0,train
00007011.jpg,0,0,train
00002292.jpg,0,1,train
00003342.jpg,0,1,train
00006089.jpg,0,1,train
00007684.jpg,0,0,train
00007038.jpg,1,0,train
00003158.jpg,0,2,train
00000211.jpg,1,0,train
00006827.jpg,0,0,train
00001016.jpg,1,0,train
00000446.jpg,1,0,train
00008430.jpg,0,1,train
00002639.jpg,1,0,train
00004931.jpg,0,3,train
00004779.jpg,0,1,train
00008207.jpg,0,2,train
00008743.jpg,0,0,train
00005335.jpg,0,0,train
00004708.jpg,0,1,train
00001770.jpg,0,3,train
00006804.jpg,1,0,train
00003712.jpg,0,3,train
00004596.jpg,0,0,train
00003418.jpg,0,0,train
00000437.jpg,0,0,train
00003634.jpg,0,1,train
00001003.jpg,1,0,train
00001494.jpg,0,0,train
00008666.jpg,0,0,train
00001209.jpg,0,1,train
00000684.jpg,0,2,train
00001080.jpg,0,0,train
00003150.jpg,0,2,train
00003221.jpg,1,3,train
00002075.jpg,0,0,train
00000930.jpg,0,2,train
00001046.jpg,0,2,train
00007187.jpg,0,0,train
00006689.jpg,0,0,train
00002219.jpg,0,3,train
00006131.jpg,0,1,train
00004133.jpg,0,2,train
00007127.jpg,0,0,train
00004068.jpg,1,0,train
00008605.jpg,1,0,train
00004333.jpg,0,0,train
00000585.jpg,1,2,train
00001966.jpg,0,0,train
00003718.jpg,1,0,train
00007899.jpg,0,0,train
00006890.jpg,1,0,train
00000413.jpg,0,0,train
00004990.jpg,1,3,train
00006449.jpg,0,1,train
00000735.jpg,0,0,train
00004722.jpg,0,1,train
00004656.jpg,0,1,train
00006012.jpg,1,0,train
00002246.jpg,0,2,train
00007432.jpg,0,1,train
00000715.jpg,0,0,train
00002160.jpg,0,1,train
00006570.jpg,0,1,train
00006889.jpg,0,0,train
00000083.jpg,0,2,train
00001202.jpg,0,1,train
00003753.jpg,1,0,train
00000469.jpg,1,0,train
00004837.jpg,0,0,train
00004131.jpg,0,2,train
00004677.jpg,0,1,train
00004927.jpg,0,0,train
00002873.jpg,0,1,train
00005559.jpg,0,1,train
00001150.jpg,0,0,train
00006616.jpg,0,1,train
00003818.jpg,0,3,train
00006182.jpg,0,1,train
00002962.jpg,0,1,train
00008035.jpg,0,0,train
00002356.jpg,0,1,train
00008790.jpg,1,0,train
00002635.jpg,0,3,train
00006618.jpg,0,1,train
00007070.jpg,0,0,train
00006241.jpg,0,1,train
00005841.jpg,1,0,train
00001427.jpg,0,1,train
00000086.jpg,0,2,train
00005711.jpg,0,0,train
00005284.jpg,1,0,train
00008148.jpg,0,1,train
00003567.jpg,0,1,train
00005619.jpg,0,0,train
00008087.jpg,0,2,train
00003713.jpg,0,3,train
00001780.jpg,1,0,train
00001288.jpg,0,0,train
00000616.jpg,0,2,train
00001803.jpg,0,1,train
00006424.jpg,0,1,train
00002222.jpg,0,1,train
00007755.jpg,0,0,train
00000717.jpg,0,0,train
00006404.jpg,0,1,train
00005952.jpg,1,0,train
00007696.jpg,1,0,train
00002798.jpg,0,1,train
00000393.jpg,0,0,train
00003563.jpg,0,1,train
00008415.jpg,0,1,train
00000852.jpg,0,0,train
00006718.jpg,0,0,train
00003627.jpg,0,1,train
00001134.jpg,1,0,train
00006371.jpg,0,1,train
00004899.jpg,0,0,train
00007683.jpg,0,1,train
00006190.jpg,0,1,train
00001607.jpg,0,0,train
00005504.jpg,0,0,train
00001762.jpg,1,0,train
00001105.jpg,0,0,train
00005992.jpg,0,1,train
00006415.jpg,0,1,train
00005622.jpg,0,0,train
00003949.jpg,0,1,train
00008211.jpg,0,2,train
00006766.jpg,1,0,train
00000033.jpg,0,0,train
00005874.jpg,1,0,train
00005911.jpg,1,0,train
00001741.jpg,0,0,train
00004539.jpg,0,1,train
00002158.jpg,0,1,train
00007544.jpg,0,0,train
00006025.jpg,1,0,train
00007865.jpg,0,0,train
00003777.jpg,1,0,train
00004406.jpg,0,1,train
00005483.jpg,0,0,train
00002098.jpg,1,0,train
00004513.jpg,0,0,train
00006814.jpg,0,0,train
00008375.jpg,0,1,train
00004923.jpg,0,1,train
00001811.jpg,0,3,train
00002826.jpg,0,2,train
00000619.jpg,0,2,train
00003044.jpg,0,3,train
00002464.jpg,0,1,train
00002321.jpg,0,1,train
00001577.jpg,0,3,train
00004145.jpg,1,2,train
00001841.jpg,1,3,train
00007357.jpg,0,1,train
00006168.jpg,0,1,train
00004909.jpg,1,0,train
00003974.jpg,0,0,train
00000982.jpg,0,0,train
00008660.jpg,1,0,train
00008562.jpg,0,1,train
00003316.jpg,0,1,train
00004957.jpg,1,0,train
00006460.jpg,0,1,train
00002142.jpg,0,0,train
00002083.jpg,0,0,train
00005017.jpg,0,1,train
00006639.jpg,0,1,train
00008728.jpg,0,0,train
00003814.jpg,0,3,train
00005796.jpg,0,1,train
00001234.jpg,0,1,train
00004948.jpg,0,1,train
00004782.jpg,1,0,train
00005842.jpg,1,0,train
00002400.jpg,0,1,train
00007851.jpg,0,3,train
00007572.jpg,0,2,train
00003347.jpg,0,0,train
00008252.jpg,0,0,train
00004734.jpg,1,0,train
00001916.jpg,0,1,train
00004845.jpg,0,3,train
00001090.jpg,0,0,train
00005877.jpg,0,1,train
00001549.jpg,1,0,train
00004191.jpg,1,2,train
00008193.jpg,0,1,train
00000004.jpg,0,0,train
00007211.jpg,0,0,train
00003674.jpg,0,3,train
00001684.jpg,1,0,train
00005803.jpg,0,1,train
00004301.jpg,1,3,train
00004408.jpg,0,1,train
00000912.jpg,0,0,train
00007714.jpg,1,3,train
00005834.jpg,0,1,train
00002351.jpg,0,3,train
00004156.jpg,0,2,train
00007717.jpg,0,3,train
00002632.jpg,1,0,train
00007204.jpg,0,0,train
00006409.jpg,0,1,train
00005828.jpg,1,0,train
00002385.jpg,1,0,train
00004998.jpg,0,1,train
00007165.jpg,0,0,train
00000928.jpg,0,2,train
00006956.jpg,1,0,train
00005159.jpg,0,0,train
00001100.jpg,0,0,train
00005178.jpg,0,3,train
00006166.jpg,0,1,train
00000588.jpg,0,2,train
00008714.jpg,0,0,train
00000122.jpg,0,0,train
00003174.jpg,1,0,train
00006928.jpg,1,0,train
00002224.jpg,0,1,train
00007805.jpg,1,0,train
00000867.jpg,0,0,train
00003999.jpg,0,0,train
00002046.jpg,0,0,train
00007131.jpg,1,0,train
00003947.jpg,0,1,train
00004853.jpg,0,0,train
00004736.jpg,1,0,train
00006175.jpg,0,1,train
00000842.jpg,1,0,train
00000465.jpg,0,0,train
00003666.jpg,1,3,train
00005051.jpg,1,0,train
00007877.jpg,1,0,train
00003858.jpg,1,3,train
00000812.jpg,0,0,train
00005431.jpg,0,0,train
00006528.jpg,0,1,train
00004627.jpg,0,1,train
00002923.jpg,1,0,train
00006278.jpg,0,1,train
00006826.jpg,0,0,train
00003133.jpg,0,1,train
00000662.jpg,0,2,train
00003706.jpg,0,1,train
00008230.jpg,0,2,train
00007750.jpg,0,2,train
00005419.jpg,0,1,train
00001324.jpg,0,3,train
00005018.jpg,0,1,train
00006836.jpg,1,0,train
00006782.jpg,1,0,train
00005507.jpg,0,0,train
00006571.jpg,0,1,train
00005177.jpg,0,3,train
00002944.jpg,0,1,train
00007022.jpg,1,0,train
00006979.jpg,1,0,train
00007708.jpg,0,1,train
00005029.jpg,0,0,train
00008740.jpg,1,0,train
00000960.jpg,0,2,train
00004583.jpg,0,0,train
00001902.jpg,0,3,train
00004972.jpg,0,0,train
00000638.jpg,0,0,train
00005655.jpg,1,0,train
00007089.jpg,0,0,train
00001953.jpg,0,0,train
00008049.jpg,0,0,train
00005469.jpg,0,0,train
00007916.jpg,0,2,train
00001420.jpg,0,3,train
00005342.jpg,0,1,train
00005368.jpg,0,0,train
00003353.jpg,0,1,train
00004112.jpg,1,2,train
00004951.jpg,1,0,train
00004146.jpg,0,2,train
00001761.jpg,1,0,train
00002764.jpg,0,1,train
00004697.jpg,1,0,train
00006217.jpg,0,1,train
00003715.jpg,0,1,train
00003967.jpg,0,1,train
00003059.jpg,0,1,train
00004148.jpg,1,2,train
00005695.jpg,1,3,train
00007603.jpg,0,0,train
00007397.jpg,0,1,train
00002096.jpg,0,0,train
00005124.jpg,0,0,train
00003503.jpg,0,1,train
00007799.jpg,0,2,train
00000654.jpg,0,2,train
00003326.jpg,0,1,train
00008687.jpg,1,0,train
00007459.jpg,0,0,train
00001815.jpg,0,3,train
00006851.jpg,0,0,train
00008366.jpg,0,1,train
00006316.jpg,0,1,train
00003549.jpg,0,1,train
00002787.jpg,1,0,train
00001091.jpg,0,0,train
00003651.jpg,1,0,train
00002240.jpg,0,2,train
00007411.jpg,1,3,train
00006630.jpg,0,1,train
00008647.jpg,1,0,train
00004725.jpg,0,1,train
00004543.jpg,1,0,train
00003722.jpg,1,0,train
00001263.jpg,0,1,train
00004591.jpg,0,0,train
00005225.jpg,0,0,train
00007932.jpg,1,3,train
00006823.jpg,0,0,train
00004310.jpg,0,3,train
00006990.jpg,1,0,train
00004364.jpg,0,0,train
00001776.jpg,1,3,train
00004138.jpg,1,2,train
00001052.jpg,0,0,train
00001904.jpg,0,1,train
00006920.jpg,0,0,train
00004366.jpg,0,3,train
00005168.jpg,0,3,train
00006667.jpg,0,1,train
00005355.jpg,0,0,train
00005661.jpg,0,0,train
00004250.jpg,0,0,train
00003140.jpg,1,0,train
00008675.jpg,1,0,train
00004154.jpg,0,2,train
00002149.jpg,1,0,train
00000917.jpg,1,3,train
00006151.jpg,0,1,train
00006495.jpg,0,1,train
00007506.jpg,0,3,train
00002868.jpg,1,0,train
00008830.jpg,0,0,train
00006201.jpg,0,1,train
00007662.jpg,0,1,train
00000665.jpg,0,2,train
00003878.jpg,0,1,train
00008255.jpg,1,0,train
00001844.jpg,0,3,train
00007197.jpg,1,0,train
00002095.jpg,1,0,train
00006255.jpg,0,1,train
00000061.jpg,0,2,train
00001638.jpg,0,1,train
00005780.jpg,0,0,train
00007926.jpg,1,3,train
