image,gender,status,set
00002275.jpg,0,1,train
00003504.jpg,0,0,train
00005300.jpg,0,0,train
00000274.jpg,1,0,train
00001270.jpg,0,1,train
00000694.jpg,0,0,train
00004657.jpg,0,0,train
00000333.jpg,0,3,train
00000798.jpg,0,1,train
00000788.jpg,0,1,train
00001141.jpg,0,1,train
00003244.jpg,0,1,train
00001118.jpg,1,3,train
00005655.jpg,0,3,train
00004739.jpg,1,0,train
00004234.jpg,0,1,train
00003777.jpg,1,0,train
00003181.jpg,0,1,train
00002570.jpg,0,0,train
00004766.jpg,0,0,train
00003254.jpg,1,0,train
00005069.jpg,0,1,train
00000112.jpg,0,1,train
00005021.jpg,0,2,train
00005131.jpg,0,1,train
00002455.jpg,0,0,train
00004404.jpg,0,3,train
00005781.jpg,0,3,train
00002212.jpg,1,0,train
00002453.jpg,1,0,train
00002902.jpg,1,0,train
00004782.jpg,1,0,train
00003691.jpg,0,0,train
00002870.jpg,0,2,train
00003151.jpg,0,0,train
00003240.jpg,0,1,train
00005153.jpg,0,0,train
00004502.jpg,0,1,train
00002645.jpg,1,0,train
00004700.jpg,0,2,train
00004974.jpg,0,2,train
00003484.jpg,0,3,train
00004438.jpg,0,1,train
00002146.jpg,0,3,train
00005014.jpg,1,0,train
00001241.jpg,0,0,train
00004462.jpg,0,0,train
00005421.jpg,0,1,train
00001147.jpg,1,3,train
00003014.jpg,0,0,train
00000936.jpg,0,1,train
00002400.jpg,1,0,train
00001308.jpg,0,2,train
00002794.jpg,0,0,train
00000760.jpg,0,1,train
00001616.jpg,0,2,train
00000989.jpg,1,3,train
00004637.jpg,0,1,train
00003426.jpg,0,1,train
00004338.jpg,0,3,train
00003056.jpg,0,0,train
00001427.jpg,0,1,train
00003720.jpg,0,0,train
00002118.jpg,0,1,train
00000204.jpg,0,0,train
00004653.jpg,0,1,train
00000018.jpg,0,1,train
00005820.jpg,0,3,train
00004381.jpg,0,1,train
00003503.jpg,1,0,train
00002482.jpg,0,1,train
00002450.jpg,0,0,train
00004851.jpg,0,0,train
00000446.jpg,1,0,train
00004984.jpg,0,2,train
00004876.jpg,0,2,train
00003242.jpg,0,1,train
00002166.jpg,0,2,train
00000113.jpg,0,1,train
00005515.jpg,0,2,train
00002438.jpg,0,1,train
00005187.jpg,1,0,train
00000462.jpg,0,0,train
00004536.jpg,0,0,train
00002993.jpg,0,0,train
00000162.jpg,0,1,train
00005269.jpg,1,0,train
00004260.jpg,1,0,train
00004365.jpg,1,0,train
00005013.jpg,0,1,train
00001006.jpg,1,0,train
00004252.jpg,0,3,train
00004175.jpg,0,0,train
00000970.jpg,0,2,train
00000991.jpg,1,3,train
00005487.jpg,0,2,train
00005130.jpg,0,1,train
00001375.jpg,0,1,train
00005506.jpg,1,2,train
00002540.jpg,0,0,train
00000904.jpg,1,0,train
00001523.jpg,0,2,train
00002270.jpg,0,1,train
00005284.jpg,1,3,train
00004015.jpg,0,0,train
00005066.jpg,0,3,train
00002712.jpg,0,1,train
00005160.jpg,0,1,train
00004744.jpg,0,1,train
00000525.jpg,0,0,train
00002728.jpg,1,0,train
00004487.jpg,0,1,train
00004655.jpg,0,1,train
00000420.jpg,0,0,train
00003885.jpg,0,1,train
00004728.jpg,0,1,train
00003071.jpg,0,3,train
00003323.jpg,0,2,train
00002743.jpg,0,0,train
00002202.jpg,0,1,train
00004417.jpg,0,3,train
00003811.jpg,0,0,train
00001830.jpg,1,0,train
00003462.jpg,1,0,train
00004168.jpg,1,0,train
00001797.jpg,1,0,train
00003459.jpg,1,0,train
00002506.jpg,0,0,train
00003360.jpg,0,0,train
00000631.jpg,1,0,train
00005718.jpg,1,0,train
00004883.jpg,1,2,train
00003913.jpg,1,0,train
00001538.jpg,0,2,train
00002180.jpg,0,2,train
00005244.jpg,1,0,train
00001210.jpg,0,1,train
00001235.jpg,0,3,train
00005080.jpg,0,3,train
00001784.jpg,0,0,train
00000772.jpg,0,1,train
00003694.jpg,0,0,train
00003894.jpg,1,0,train
00002218.jpg,1,0,train
00004904.jpg,0,2,train
00001785.jpg,1,0,train
00001712.jpg,0,0,train
00003772.jpg,0,0,train
00002616.jpg,1,0,train
00000657.jpg,0,0,train
00002344.jpg,0,1,train
00003451.jpg,1,0,train
00001078.jpg,0,0,train
00003297.jpg,0,0,train
00003456.jpg,1,0,train
00001731.jpg,0,1,train
00001889.jpg,0,0,train
00002889.jpg,1,0,train
00000762.jpg,1,0,train
00004846.jpg,0,0,train
00001319.jpg,0,3,train
00001569.jpg,0,2,train
00005488.jpg,0,2,train
00005531.jpg,0,2,train
00002908.jpg,0,0,train
00002098.jpg,0,1,train
00003587.jpg,0,0,train
00001511.jpg,0,0,train
00003246.jpg,0,1,train
00000135.jpg,0,1,train
00002410.jpg,1,0,train
00000602.jpg,0,0,train
00001320.jpg,0,3,train
00005649.jpg,1,0,train
00005321.jpg,0,2,train
00000554.jpg,0,1,train
00003322.jpg,0,0,train
00000764.jpg,0,1,train
00000561.jpg,1,0,train
00001030.jpg,1,0,train
00000795.jpg,0,1,train
00001000.jpg,0,3,train
00005212.jpg,1,2,train
00003961.jpg,0,1,train
00003165.jpg,0,1,train
00002686.jpg,0,0,train
00003371.jpg,0,0,train
00002820.jpg,0,3,train
00005671.jpg,0,1,train
00004256.jpg,1,0,train
00004463.jpg,0,0,train
00000834.jpg,0,1,train
00005038.jpg,0,3,train
00004534.jpg,0,0,train
00002649.jpg,1,0,train
00002647.jpg,1,0,train
00003922.jpg,1,0,train
00000339.jpg,0,0,train
00002609.jpg,0,0,train
00000158.jpg,0,1,train
00004455.jpg,0,1,train
00001161.jpg,0,1,train
00003909.jpg,0,1,train
00002792.jpg,0,0,train
00002501.jpg,0,0,train
00001473.jpg,0,1,train
00000692.jpg,1,0,train
00005401.jpg,1,0,train
00005101.jpg,0,2,train
00000229.jpg,0,1,train
00003534.jpg,0,0,train
00001481.jpg,0,1,train
00004940.jpg,0,2,train
00000118.jpg,0,1,train
00004152.jpg,0,0,train
00000803.jpg,0,1,train
00005672.jpg,0,1,train
00000699.jpg,0,0,train
00001263.jpg,1,0,train
00000689.jpg,0,0,train
00001173.jpg,0,0,train
00000494.jpg,1,0,train
00002523.jpg,0,0,train
00002435.jpg,0,1,train
00004496.jpg,0,1,train
00003520.jpg,0,2,train
00000515.jpg,0,1,train
00001343.jpg,0,3,train
00004875.jpg,0,2,train
00000713.jpg,0,0,train
00001422.jpg,0,3,train
00004321.jpg,0,0,train
00000634.jpg,0,0,train
00000813.jpg,0,1,train
00003098.jpg,1,0,train
00001135.jpg,0,1,train
00003150.jpg,0,0,train
00005175.jpg,1,3,train
00002806.jpg,0,0,train
00001660.jpg,1,0,train
00004804.jpg,0,3,train
00001392.jpg,0,1,train
00001529.jpg,1,2,train
00000117.jpg,0,1,train
00005642.jpg,0,1,train
00001174.jpg,1,0,train
00002388.jpg,1,0,train
00003510.jpg,0,0,train
00003433.jpg,0,3,train
00005216.jpg,0,1,train
00003672.jpg,0,1,train
00000702.jpg,0,0,train
00001653.jpg,0,2,train
00001418.jpg,0,3,train
00003231.jpg,0,1,train
00003269.jpg,0,0,train
00004265.jpg,1,0,train
00002551.jpg,0,0,train
00005151.jpg,0,0,train
00001565.jpg,0,2,train
00000985.jpg,0,1,train
00003287.jpg,0,0,train
00002867.jpg,1,0,train
00004848.jpg,0,0,train
00003486.jpg,1,3,train
00003080.jpg,1,0,train
00004686.jpg,0,2,train
00004539.jpg,0,0,train
00003499.jpg,1,3,train
00005394.jpg,0,0,train
00003158.jpg,0,1,train
00001247.jpg,0,3,train
00002126.jpg,0,1,train
00001699.jpg,0,1,train
00002274.jpg,0,1,train
00000559.jpg,1,0,train
00005205.jpg,0,1,train
00001870.jpg,0,0,train
00005516.jpg,0,2,train
00005661.jpg,1,3,train
00000496.jpg,1,0,train
00001267.jpg,0,1,train
00002516.jpg,0,0,train
00003791.jpg,1,0,train
00000672.jpg,0,0,train
00000753.jpg,1,0,train
00001627.jpg,0,1,train
00000220.jpg,0,1,train
00000441.jpg,0,0,train
00002954.jpg,0,0,train
00004148.jpg,1,0,train
00002842.jpg,0,3,train
00002512.jpg,0,0,train
00005737.jpg,1,0,train
00003601.jpg,0,3,train
00002487.jpg,0,1,train
00000272.jpg,1,0,train
00004742.jpg,0,1,train
00003594.jpg,0,0,train
00004520.jpg,0,1,train
00003141.jpg,1,0,train
00002932.jpg,1,0,train
00004475.jpg,0,3,train
00003380.jpg,0,0,train
00003339.jpg,0,0,train
00000373.jpg,1,2,train
00003112.jpg,1,0,train
00001544.jpg,0,2,train
00005246.jpg,0,1,train
00003029.jpg,1,0,train
00000500.jpg,1,0,train
00005167.jpg,1,0,train
00001708.jpg,0,3,train
00003750.jpg,0,0,train
00004372.jpg,1,0,train
00000592.jpg,0,0,train
00002356.jpg,0,3,train
00001622.jpg,0,2,train
00001288.jpg,0,1,train
00002320.jpg,0,0,train
00003037.jpg,0,0,train
00005012.jpg,0,1,train
00005106.jpg,0,1,train
00000519.jpg,0,1,train
00001200.jpg,0,0,train
00004363.jpg,1,0,train
00003358.jpg,0,0,train
00003052.jpg,0,1,train
00002669.jpg,0,0,train
00000038.jpg,0,1,train
00005522.jpg,0,2,train
00004530.jpg,0,0,train
00003589.jpg,0,0,train
00001183.jpg,0,1,train
00003043.jpg,0,0,train
00005592.jpg,0,2,train
00005616.jpg,1,0,train
00002236.jpg,0,1,train
00001454.jpg,0,1,train
00001206.jpg,0,1,train
00000818.jpg,0,3,train
00002268.jpg,0,1,train
00002760.jpg,1,0,train
00002651.jpg,1,0,train
00000482.jpg,0,1,train
00001002.jpg,1,3,train
00005415.jpg,0,1,train
00001345.jpg,0,3,train
00005683.jpg,0,1,train
00004169.jpg,1,0,train
00005054.jpg,1,0,train
00005076.jpg,0,1,train
00004180.jpg,1,0,train
00002292.jpg,0,2,train
00000710.jpg,0,0,train
00000873.jpg,0,3,train
00004857.jpg,1,0,train
00002667.jpg,0,0,train
00004612.jpg,0,1,train
00000895.jpg,1,0,train
00001574.jpg,0,1,train
00002394.jpg,0,2,train
00004212.jpg,0,1,train
00004155.jpg,0,0,train
00001362.jpg,0,3,train
00003513.jpg,0,0,train
00002572.jpg,0,0,train
00000659.jpg,0,0,train
00005805.jpg,1,0,train
00002165.jpg,0,3,train
00003708.jpg,0,0,train
00003311.jpg,1,0,train
00003412.jpg,0,3,train
00002629.jpg,0,0,train
00000311.jpg,0,0,train
00000395.jpg,0,0,train
00004515.jpg,0,1,train
00002343.jpg,0,1,train
00004921.jpg,0,2,train
00000365.jpg,0,0,train
00005437.jpg,0,1,train
00001398.jpg,0,1,train
00003703.jpg,0,0,train
00000833.jpg,0,1,train
00003222.jpg,1,0,train
00004603.jpg,0,1,train
00000166.jpg,0,1,train
00001109.jpg,1,0,train
00000514.jpg,0,1,train
00004796.jpg,0,3,train
00003018.jpg,1,0,train
00003846.jpg,0,1,train
00003718.jpg,0,0,train
00005392.jpg,0,0,train
00000297.jpg,1,0,train
00003557.jpg,0,0,train
00003609.jpg,0,0,train
00000587.jpg,1,0,train
00005631.jpg,0,1,train
00001312.jpg,0,0,train
00002665.jpg,0,0,train
00002182.jpg,0,1,train
00001592.jpg,0,2,train
00000017.jpg,0,1,train
00002710.jpg,1,0,train
00004531.jpg,0,0,train
00004279.jpg,0,1,train
00000983.jpg,0,1,train
00002904.jpg,1,0,train
00001531.jpg,0,2,train
00004240.jpg,0,1,train
00002571.jpg,0,0,train
00000172.jpg,0,1,train
00003270.jpg,0,0,train
00005560.jpg,1,0,train
00005439.jpg,0,1,train
00001487.jpg,1,0,train
00005019.jpg,0,2,train
00000982.jpg,0,1,train
00003046.jpg,0,1,train
00003279.jpg,0,0,train
00002407.jpg,0,1,train
00004415.jpg,1,3,train
00003737.jpg,0,0,train
00000484.jpg,0,1,train
00000451.jpg,0,1,train
00001874.jpg,0,0,train
00004867.jpg,0,2,train
00000714.jpg,1,0,train
00005373.jpg,0,0,train
00003194.jpg,0,1,train
00005249.jpg,0,1,train
00002390.jpg,0,2,train
00000193.jpg,0,1,train
00005183.jpg,0,0,train
00002333.jpg,1,0,train
00002537.jpg,0,0,train
00005496.jpg,1,2,train
00005178.jpg,0,3,train
00000697.jpg,1,0,train
00004594.jpg,1,0,train
00003889.jpg,1,0,train
00004544.jpg,0,1,train
00004765.jpg,0,0,train
00005159.jpg,1,3,train
00000768.jpg,0,1,train
00002198.jpg,0,1,train
00000046.jpg,0,1,train
00002737.jpg,0,0,train
00000264.jpg,1,0,train
00005215.jpg,0,1,train
00002698.jpg,0,3,train
00002809.jpg,0,0,train
00004586.jpg,0,1,train
00000978.jpg,0,2,train
00003045.jpg,0,1,train
00000796.jpg,0,1,train
00000728.jpg,0,0,train
00004222.jpg,0,3,train
00004201.jpg,1,0,train
00002781.jpg,1,0,train
00002498.jpg,0,1,train
00001595.jpg,0,2,train
00003267.jpg,0,0,train
00005498.jpg,1,2,train
00004855.jpg,0,0,train
00005281.jpg,1,3,train
00002624.jpg,1,0,train
00004281.jpg,0,0,train
00003652.jpg,0,0,train
00005443.jpg,0,1,train
00001676.jpg,0,2,train
00002787.jpg,1,0,train
00004238.jpg,0,1,train
00004211.jpg,0,1,train
00000318.jpg,0,0,train
00002614.jpg,1,0,train
00001598.jpg,0,2,train
00002426.jpg,0,1,train
00001464.jpg,0,3,train
00002238.jpg,0,1,train
00002553.jpg,0,0,train
00002367.jpg,0,3,train
00003901.jpg,1,0,train
00005353.jpg,0,1,train
00003274.jpg,0,0,train
00001852.jpg,0,0,train
00003171.jpg,0,1,train
00002399.jpg,0,0,train
00003755.jpg,1,3,train
00004316.jpg,0,0,train
00000091.jpg,0,0,train
00002663.jpg,0,0,train
00002186.jpg,0,2,train
00001145.jpg,0,1,train
00004003.jpg,0,0,train
00004762.jpg,1,0,train
00002094.jpg,1,0,train
00001808.jpg,1,0,train
00005363.jpg,1,0,train
00001143.jpg,0,1,train
00001292.jpg,0,0,train
00001023.jpg,1,0,train
00001287.jpg,0,0,train
00005276.jpg,1,0,train
00004893.jpg,0,2,train
00000207.jpg,0,0,train
00002130.jpg,0,1,train
00005466.jpg,1,2,train
00002526.jpg,0,0,train
00000641.jpg,1,0,train
00001040.jpg,0,1,train
00003874.jpg,0,3,train
00003531.jpg,0,2,train
00005599.jpg,0,1,train
00000963.jpg,0,2,train
00004908.jpg,0,2,train
00004699.jpg,0,2,train
00001466.jpg,0,3,train
00000030.jpg,0,1,train
00005483.jpg,0,2,train
00002188.jpg,0,2,train
00003118.jpg,0,0,train
00000638.jpg,0,0,train
00004456.jpg,0,0,train
00002814.jpg,0,0,train
00004140.jpg,0,0,train
00003210.jpg,1,0,train
00005379.jpg,0,1,train
00002869.jpg,0,2,train
00005083.jpg,1,0,train
00004972.jpg,0,2,train
00005332.jpg,0,0,train
00002110.jpg,0,1,train
00003977.jpg,0,1,train
00004513.jpg,0,1,train
00005308.jpg,0,0,train
00004549.jpg,0,1,train
00003406.jpg,1,0,train
00002496.jpg,1,0,train
00004881.jpg,0,2,train
00002811.jpg,1,0,train
00002234.jpg,0,1,train
00001031.jpg,1,0,train
00003644.jpg,1,0,train
00001847.jpg,0,0,train
00002942.jpg,0,0,train
00002789.jpg,1,0,train
00005239.jpg,1,0,train
00004900.jpg,0,2,train
00003953.jpg,0,1,train
00005700.jpg,0,1,train
00005435.jpg,0,0,train
00001378.jpg,0,1,train
00004551.jpg,0,0,train
00000430.jpg,0,0,train
00000972.jpg,0,2,train
00005724.jpg,0,0,train
00003286.jpg,0,0,train
00005544.jpg,0,2,train
00003511.jpg,0,3,train
00004017.jpg,0,0,train
00004685.jpg,0,2,train
00000401.jpg,0,0,train
00004705.jpg,0,1,train
00003345.jpg,0,0,train
00001883.jpg,1,0,train
00002197.jpg,0,1,train
00003375.jpg,0,0,train
00002405.jpg,1,0,train
00000305.jpg,0,1,train
00000416.jpg,0,0,train
00000284.jpg,1,0,train
00002350.jpg,0,1,train
00005621.jpg,0,1,train
00002509.jpg,0,0,train
00002187.jpg,0,2,train
00001612.jpg,0,2,train
00003351.jpg,0,0,train
00000995.jpg,1,3,train
00005419.jpg,0,1,train
00004569.jpg,1,0,train
00000589.jpg,1,0,train
00002150.jpg,0,3,train
00002753.jpg,0,1,train
00003407.jpg,1,0,train
00000002.jpg,0,0,train
00002646.jpg,1,0,train
00003404.jpg,0,0,train
00002636.jpg,0,0,train
00001373.jpg,0,1,train
00003540.jpg,0,3,train
00004009.jpg,0,0,train
00000783.jpg,0,1,train
00003690.jpg,0,0,train
00001776.jpg,1,0,train
00001246.jpg,0,3,train
00003356.jpg,0,0,train
00004289.jpg,0,1,train
00000408.jpg,0,0,train
00003884.jpg,0,1,train
00005557.jpg,0,2,train
00005733.jpg,1,0,train
00005470.jpg,0,2,train
00000552.jpg,0,0,train
00005585.jpg,0,1,train
00005426.jpg,0,1,train
00005633.jpg,0,1,train
00005467.jpg,1,2,train
00001277.jpg,0,1,train
00002939.jpg,0,0,train
00004136.jpg,0,0,train
00001826.jpg,1,0,train
00002576.jpg,0,0,train
00001606.jpg,0,1,train
00005366.jpg,0,0,train
00005044.jpg,0,0,train
00000440.jpg,0,0,train
00002917.jpg,0,2,train
00000847.jpg,0,1,train
00004557.jpg,1,0,train
00005478.jpg,0,2,train
00001659.jpg,0,2,train
00000076.jpg,0,1,train
00000757.jpg,0,0,train
00003207.jpg,1,0,train
00005195.jpg,0,1,train
00000986.jpg,0,3,train
00000815.jpg,0,1,train
00002167.jpg,0,1,train
00001066.jpg,1,0,train
00004626.jpg,0,1,train
00004514.jpg,0,1,train
00002114.jpg,0,1,train
00005268.jpg,1,0,train
00005687.jpg,0,1,train
00000618.jpg,1,0,train
00005154.jpg,0,1,train
00002129.jpg,0,1,train
00000295.jpg,0,1,train
00001494.jpg,0,0,train
00001817.jpg,0,0,train
00001295.jpg,0,0,train
00001296.jpg,0,0,train
00004362.jpg,1,0,train
00005413.jpg,1,0,train
00005040.jpg,0,3,train
00003458.jpg,1,0,train
00005270.jpg,0,1,train
00000341.jpg,0,0,train
00005375.jpg,0,1,train
00003868.jpg,1,3,train
00003000.jpg,0,0,train
00004884.jpg,1,2,train
00001748.jpg,1,0,train
00000889.jpg,1,0,train
00003851.jpg,1,0,train
00002733.jpg,0,1,train
00004185.jpg,0,0,train
00005298.jpg,0,3,train
00004578.jpg,0,0,train
00002668.jpg,0,0,train
00004207.jpg,0,1,train
00005533.jpg,1,2,train
00003180.jpg,0,1,train
00005567.jpg,0,1,train
00001352.jpg,0,3,train
00001230.jpg,0,3,train
00005528.jpg,0,2,train
00002177.jpg,0,1,train
00004681.jpg,0,2,train
00001395.jpg,0,1,train
00005288.jpg,0,1,train
00001563.jpg,0,1,train
00003368.jpg,0,0,train
00004244.jpg,0,1,train
00005377.jpg,0,1,train
00003729.jpg,0,3,train
00002141.jpg,0,1,train
00002338.jpg,1,0,train
00004690.jpg,0,1,train
00003342.jpg,1,0,train
00002957.jpg,1,0,train
00004638.jpg,0,1,train
00000656.jpg,0,0,train
00003746.jpg,0,0,train
00004331.jpg,0,0,train
00003109.jpg,1,0,train
00003213.jpg,1,0,train
00000243.jpg,0,1,train
00000931.jpg,0,1,train
00003227.jpg,0,1,train
00002634.jpg,0,0,train
00003586.jpg,0,0,train
00004613.jpg,0,1,train
00004470.jpg,0,3,train
00000176.jpg,0,2,train
00003302.jpg,0,0,train
00004611.jpg,0,1,train
00002995.jpg,0,0,train
00001879.jpg,1,0,train
00003908.jpg,1,0,train
00005150.jpg,0,0,train
00001307.jpg,0,1,train
00002371.jpg,0,1,train
00003564.jpg,0,0,train
00003832.jpg,1,3,train
00002300.jpg,0,1,train
00004735.jpg,0,2,train
00004601.jpg,1,0,train
00000718.jpg,0,0,train
00001168.jpg,1,0,train
00003619.jpg,0,0,train
00001625.jpg,0,1,train
00003062.jpg,0,0,train
00001228.jpg,0,0,train
00001485.jpg,0,1,train
00005133.jpg,0,1,train
00004845.jpg,1,0,train
00004499.jpg,0,1,train
00002682.jpg,0,0,train
00000040.jpg,0,1,train
00002370.jpg,0,1,train
00002827.jpg,0,0,train
00000148.jpg,0,3,train
00002930.jpg,0,0,train
00004945.jpg,0,0,train
00001621.jpg,0,2,train
00001278.jpg,0,1,train
00003878.jpg,0,1,train
00002209.jpg,1,0,train
00000253.jpg,0,0,train
00002619.jpg,1,0,train
00004431.jpg,0,1,train
00000951.jpg,0,2,train
00001229.jpg,0,3,train
00001656.jpg,0,2,train
00005459.jpg,0,2,train
00001477.jpg,1,0,train
00001543.jpg,1,2,train
00002472.jpg,0,1,train
00001048.jpg,0,1,train
00003142.jpg,1,0,train
00003838.jpg,0,0,train
00004474.jpg,0,3,train
00002185.jpg,0,2,train
00005670.jpg,0,1,train
00002960.jpg,0,0,train
00004756.jpg,0,0,train
00005813.jpg,0,3,train
00001220.jpg,0,0,train
00004354.jpg,1,0,train
00000079.jpg,0,0,train
00002865.jpg,1,0,train
00003053.jpg,1,0,train
00004248.jpg,0,3,train
00001212.jpg,0,2,train
00001845.jpg,0,0,train
00001134.jpg,1,0,train
00005161.jpg,0,0,train
00005756.jpg,1,0,train
00005810.jpg,1,0,train
00005797.jpg,1,0,train
00000635.jpg,0,0,train
00002907.jpg,0,0,train
00005494.jpg,0,2,train
00000287.jpg,1,0,train
00001334.jpg,0,1,train
00000603.jpg,0,0,train
00002397.jpg,0,0,train
00001015.jpg,0,1,train
00000115.jpg,0,1,train
00002843.jpg,0,3,train
00005055.jpg,1,0,train
00001638.jpg,0,2,train
00004878.jpg,0,2,train
